title,label
Here's What It's Like To Live With Anxiety,clickbait
The Deadliest Fall,not-clickbait
Alleged Al-Qaeda leader killed in Saudi Arabia,not-clickbait
The Mets Remain Unbeaten in the Replay Booth,not-clickbait
Al Gore-owned cable news channel to relaunch August 1 with viewer-created content,not-clickbait
Girlfriends Lived A Morning In The Life Of Their Boyfriends And Learned So Many Things,clickbait
"Tesco pricing error in Cambridgeshire, England allows customers to get cheaper fuel",not-clickbait
EPA proposes using Clean Air Act to fight global warming,not-clickbait
"Here's The Most Annoying Moment From ""Sonic The Hedgehog"" Games",clickbait
"Clinton, in Visit to Haiti, Brings Aid and Promises Support",not-clickbait
Xbox 360 not a hit in Japan,not-clickbait
24 Things You'll Understand If You Think Working Out Is The Worst,clickbait
Japan's lunar probe performing 'smoothly' after successful launch,not-clickbait
How King Bach Dominated Vine,clickbait
"33 Badass ""Scream Queens"" GIFs For Every Possible Scream-Worthy Situation",clickbait
17 Cosplayers Get Real About The Importance Of Fictional Characters,clickbait
French Montana Wearing Slippers On The Beach Will Make You Feel Uncomfortable,clickbait
UN passes LGBT rights resolution,not-clickbait
Thai government drops origami cranes as message of peace,not-clickbait
This Color Test Will Reveal Your Primary Emotion,clickbait
17 Photos That Prove Saskatoon Is Gorgeous As Heck,clickbait
"With a Nod to Ireland, European Union Lifts Hopes for a Treaty to Strengthen Itself",not-clickbait
Oil spill reported in Gulf of Mexico,not-clickbait
What Happens When A French Guy Has To Guess Between French And American Wine And Cheese,clickbait
"""Once Upon A Time"" Just Made Two Extremely Exciting Announcements",clickbait
A Plant That Thrives When Used as a Toilet,not-clickbait
Leapfrog Device Aimed at Littlest Readers,not-clickbait
"Bomb attack in Londonderry, Northern Ireland injures two police officers",not-clickbait
Phelps Is a Touch Behind Peirsol at the UltraSwim Meet,not-clickbait
Southern Gaza hit by new Israeli air strikes,not-clickbait
"A Small Showing, but With Big Dreams",not-clickbait
This Phone Accessory Will Make Your Photos Look Sick As Hell,clickbait
This Is What You Need To Know About Trying To Induce Labor At Home,clickbait
"Are You More ""Parks And Recreation"" Or ""The Office""",clickbait
Election in Moldova instigates rioting mob demanding recount,not-clickbait
Medication Is a Focus of Jackson Inquiry,not-clickbait
Are You More Jean-Ralphio Or Mona-Lisa Saperstein,clickbait
"25 Times The Cast Of ""Agent Carter"" Season 2 Were Awesome",clickbait
15 Life-Changing Stuffings Guaranteed To Impress Your In-Laws,clickbait
25 Things Kylie Jenner Does On Instagram That Most People Can't,clickbait
"This Band Did A New, Terrifying Thing With Their Phones And It Will Give You Anxiety",clickbait
23 Tweets From 2006 That Will Make You Feel Ancient,clickbait
Cellphone Makers Hope for a Blockbuster Summer,not-clickbait
19 Genius Ways To Eat Dessert For Breakfast,clickbait
Inspectors close Chicago landmark Healthy Food restaurant after finding dead mouse in cooler,not-clickbait
Which Broadway Musical Should You See Based On Your Birth Month,clickbait
Taliban publicize video of captured U.S. soldier Bowe Bergdahl,not-clickbait
Chinese Premier Injects Note of Optimism at Davos,not-clickbait
NASA says Phoenix spacecraft may have landed on ice,not-clickbait
Irish Developer Found Dead in His Home,not-clickbait
19 Feminist Costume Ideas For Badass Little Girls,clickbait
This Model Had The Perfect Response When A Reporter Asked What She'd Eat After A Fashion Show,clickbait
Golf: Ángel Cabrera wins 2009 Masters Tournament,not-clickbait
Test Your Color Knowledge,clickbait
Hurricane Felicia threatens Hawaii,not-clickbait
Obama Directs Regulators to Tighten Auto Rules,not-clickbait
Here's What Happens When You Go To A Different Meetup Every Day For A Month,clickbait
Wikinews interviews Stephen Murphy about the upcoming by-election in the Higgins electorate of the Australian parliament,not-clickbait
Which Pawnee City Hall Mural Are You,clickbait
"We Played ""Never Have I Ever"" With Tamar And Adrienne From ""The Real""",clickbait
This Beautiful Poem Will Resonate With Anyone Living In A Place They Aren't From,clickbait
"Apple releases new Magic Trackpad, updated iMacs and Mac Pros",not-clickbait
Reports: Parents of missing girl Madeleine McCann are suspects in her disappearance,not-clickbait
"More bodies recovered from capsized boat in Kerala, India",not-clickbait
Canadian trio claim South Pole record for trans-Antarctic trip,not-clickbait
3 Easy Breakfasts You Can Make In A Mug,clickbait
Dem. Republic of Congo prepares to confront Rwanda,not-clickbait
Buses Set Afire Near Arson-Hit City,not-clickbait
Your Taste In Emojis Will Reveal A Truth About Your Personality,clickbait
New Jersey real estate investor charged with $2 million theft,not-clickbait
US teen missing in Aruba feared dead,not-clickbait
Laboratory fire forces evacuation of Australian National University,not-clickbait
Iran Plans Tests Toward Starting a Nuclear Plant,not-clickbait
Should Bradley Cooper Or Ryan Gosling Be Your Leading Man,clickbait
"Phil Hill, first American to win the Formula One championship, dies at age 81",not-clickbait
"Celebrities Reading The Lyrics To ""Hotline Bling"" Is Hilarious",clickbait
Tell Us About Yourself(ie): Derek Theler,clickbait
"""The Returned"" Gets Even Creepier In Season 2",clickbait
"John Kerry criticizes news media, joins call for inquiry on Downing Street Memo",not-clickbait
A Short-Term Fix for Transportation,not-clickbait
What's Your Go-To Cheap Dinner Recipe,clickbait
Here's What 100 Years Of Black Men's Hair Trends Look Like,clickbait
Are You More Elf Or Hobbit,clickbait
19 Style Influencers Who Aren't Kylie Jenner,clickbait
These Dads Working Out With Their Babies Prove That Fitness Is Forever,clickbait
"Andrew Garfield Has Transformed From One ""Harry Potter"" Character Into Another",clickbait
2007 Rugby World Cup: Argentina 33 - 3 Georgia,not-clickbait
Fiat plans to buy majority stake in Chrysler,not-clickbait
Maoist guerrilla attacks kill at least 17 on first day of Indian elections,not-clickbait
"23 Adorable Ways To Say ""I Love You"" To Your Best Friend",clickbait
26 Beauty Products Our Readers Loved In 2015,clickbait
Haunted attractions in Texas prepare for 2013 Halloween season,not-clickbait
"Schwarzenegger heads back to work after feeling ill, being hospitalized",not-clickbait
26 Things You'll Only Understand If You're The Oldest Child,clickbait
"27 Reasons Paris Geller Is The True Heroine Of ""Gilmore Girls""",clickbait
17 Pictures You'll Only Appreciate If You're Ready For Christmas,clickbait
Hundreds of Czech far-right activists detained after anti-Roma protests,not-clickbait
Libya lifts death sentences for nurses but makes demands,not-clickbait
Tell Us About Your Actually Helpful Sex Tips,clickbait
Asif Ali Zardari elected as President of Pakistan,not-clickbait
The Worst Misstep: Geithner Added to the Doubt,not-clickbait
Australian Treasury related agencies spend 17000 AUD on massages in 2004,not-clickbait
Mass protest grows against Kudankulam nuclear power plant in India,not-clickbait
9 Images Of Minnie Mouse As You've Never Seen Her Before,clickbait
B.U. Defenseman Wins Hobey Baker and Eyes National Title,not-clickbait
StarOffice 8 launched,not-clickbait
21 Gifts To Give Yourself When Adulting Is Too Hard,clickbait
23 Pictures That Will Only Make Sense To People Who Hate Going Out,clickbait
Here's What Everyone Wore At The MTV EMAs,clickbait
19 Foods That Are Probably Sad That They Exist,clickbait
Evangelist minister and Islam critic charged with arson in Alabama,not-clickbait
Here Are 100 Years Of Chinese Beauty Looks In One Minute,clickbait
American actor and star of 'Frasier' returns to hospital,not-clickbait
Nelson Mandela dies aged 95,not-clickbait
Fiat Nearing a Deal for Chrysler Stake,not-clickbait
India Presses Pakistan to Do More on Terror,not-clickbait
This 7-Picture Test Will Reveal A True Difficulty You Have In Life,clickbait
When You Try To Be Productive On Sundays,clickbait
Dutch government collapses over Afghanistan troops,not-clickbait
C.I.A. Had Plan to Assassinate Qaeda Leaders,not-clickbait
France protests treatment of government minister by US authorities; US government admits mistake,not-clickbait
LHC sets new particle energy acceleration record,not-clickbait
Nuggets Use a Little of Everything to Even Series,not-clickbait
Everybody Hates Mark From Match.com,clickbait
AOL to launch online TV service,not-clickbait
US and Vietnam begin talks to decontaminate areas affected by Agent Orange,not-clickbait
31 Beautiful Posters That Will Teach You A Damn Thing,clickbait
China says North Korea border patrol killed three Chinese,not-clickbait
17 Genius Tips For Dealing With Impostor Syndrome,clickbait
Can You Match The Cat To Their Celebrity Owner,clickbait
Virtual Goods May Be a Blip,not-clickbait
Things You Wouldn't Have If Black People Didn't Invent It,clickbait
Buying High and Selling Low,not-clickbait
Coffin Nails Are The Creepiest Trend To Come Out Of 2015,clickbait
Toy maker Mattel recalls more products,not-clickbait
Iran to end nuclear cooperation,not-clickbait
How To Make Delicious Two-Ingredient Sauces That Go With Everything,clickbait
"Drop Everything, Justin Bieber And Selena Gomez Just Released A Surprise Duet",clickbait
Founder of UK sports car manufacturer TVR dies in Spain,not-clickbait
"In Olympic City, an Uneven Playing Field for Vote",not-clickbait
17 People Doing A Simple Thing That Will Restore Your Faith In Humanity,clickbait
When You're Not Over Your Ex,clickbait
Swap Meet Continues as Jets Maneuver for Greene,not-clickbait
May Ends With a Winning Streak Intact,not-clickbait
Japan Pays a Price for Its Lifetime Jobs,not-clickbait
U.S. Is Said to Oppose Merger of CSL and Talecris,not-clickbait
Controversial Florida attorney Jack Thompson disbarred,not-clickbait
Who Should Be Your Celebrity Sugar Daddy,clickbait
Gordon Brown makes speech as part of Labour Party conference,not-clickbait
"How Well Do You Remember The ""One Tree Hill"" Finale",clickbait
These Canadians Won Lots Of Money And Then Took An Adorable Photo,clickbait
New Year's Eve Underwear Traditions Around The World,clickbait
Which 2015 Meme Are You,clickbait
9 Things Girls With Short Hair Won't Understand,clickbait
15 Delectable Overnight Oats That Are Totally Worth Getting Out Of Bed For,clickbait
Omnifone Nears Broadband Music Service in Europe,not-clickbait
Unwinding Fed Support,not-clickbait
"43 Tweets About Grapes, The Fruit",clickbait
Did J.K. Simmons Really Headbutt Lupita Nyong'o At The Oscars,clickbait
Eurozone unemployment rate reaches ten percent,not-clickbait
9 Alumni of Saudi Program for Ex-Jihadists Are Arrested,not-clickbait
Late-Breaking Madness as Cleveland State Upsets Wake Forest,not-clickbait
27 Tweets That'll Speak To Every Britney Spears Fan's Soul,clickbait
Xbox 360 shortages expected on debut day in Europe,not-clickbait
"In St. Louis, Glorious Stadium Honors Glorious Past",not-clickbait
Justice Department Seeks New Financial Fraud Powers,not-clickbait
"""Star Wars"" Cast Members Do ""Star Wars"" Impersonations",clickbait
The 25 Best Photos Of Patrick Dempsey,clickbait
Which Stock Photo Represents You And Your Work BFF,clickbait
Another Blow to Epic Chase: Sosa Is Said to Have Tested Positive in 2003,not-clickbait
Building collapses in Mecca at eve of Hajj pillgrimage,not-clickbait
WTF Is Up With These Freakishly Realistic Cat Bags,clickbait
Pakistani Tribe Signs Pact to Cooperate With Officials,not-clickbait
9 Times Olivia Was Ashamed Of Raven-Symone,clickbait
Mets Make Most of Second Chance,not-clickbait
16 Pets Who Just Want To Bring A Lil' Sunshine Into Your Life,clickbait
Adult H1N1 swine flu death takes Northern Ireland death toll to seventeen,not-clickbait
"For Some Airlines, Doubts Take a Back Seat",not-clickbait
France votes no in EU referendum,not-clickbait
Testimony by John Travolta that son was autistic raises Scientology questions,not-clickbait
"US 'Big Brother' ""live"" eviction taped for the first time",not-clickbait
A Congolese Rebel Leader Who Once Seemed Untouchable Is Caught,not-clickbait
'Monster' fish killed in Swiss lake after biting swimmers,not-clickbait
"Wisconsin gunman named, could be charged in two states",not-clickbait
"Should RealNetworks, an Internet Pioneer, Switch Gears?",not-clickbait
Small aircraft crashes into building in New York City,not-clickbait
This Kid's Demonstration Of Perfect Pitch Will Blow You Away,clickbait
"Stimulus Also Requires Stability, Bernanke Says",not-clickbait
Here's How Dietitians Actually Eat Healthy Without Going Broke,clickbait
Cuba restores relations with European Union,not-clickbait
Here Are All The Taylor Swift References On One Direction's New Album,clickbait
Sunnis withdraw from Iraqi government,not-clickbait
Justin Bieber's Dad Sent This Really Awkward Tweet About His Son's Penis,clickbait
"How Well Do You Remember The Second Season Of ""The Simpsons""",clickbait
F.D.I.C. Approves New Fees to Replenish Insurance Fund,not-clickbait
Vermont Holds Hearings on Same-Sex-Marriage Bill,not-clickbait
"Chrysler files for bankruptcy, Fiat Group SpA to run company",not-clickbait
Are You A Kardashian Or A Jenner,clickbait
Britney Spears Songs Reimagined As Telenovelas,clickbait
What Career Should You Actually Have,clickbait
23 Pret Problems We All Know To Be True,clickbait
These Illustrations Capture The Joy Of Living Alone,clickbait
"Ninth World Games open in Santiago de Cali, Colombia",not-clickbait
